CONTENT_LENGTH,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,URL_IDENTIFICATION,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
NaN,46,ISO-8859-1,9,NaN,M0_112,America,CA,29-Mar-97,29-Nov-16,63,59,2,8062,76,75,8950,82775,75,12,0
NaN,46,UTF-8,11,mw2199.codfw.wmnet,M0_1143,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
231,46,iso-8859-1,9,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,M0_1201,NaN,NaN,22-Sep-09,23-Apr-15,0,0,0,0,0,0,0,0,0,0,0
NaN,46,UTF-8,9,nginx/1.4.6 (Ubuntu),M0_1220,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
11,46,ISO-8859-1,9,Microsoft-IIS/7.5,M0_1221,America,WA,13-Sep-00,29-Aug-16,0,0,0,0,0,0,0,0,0,0,0
4698,46,UTF-8,11,mw2255.codfw.wmnet,M0_123,America,CA,13-Jan-01,12-Dec-15,46,42,2,6883,54,54,7491,38056,54,8,0
2393,46,ISO-8859-1,9,Apache,M0_124,America,NY,18-Jan-94,21-Oct-16,29,14,4,3416,35,35,3858,17574,35,6,0
NaN,46,UTF-8,10,Pagely Gateway/1.5.1,M0_1270,America,Minnesota,08-Aug-01,09-Nov-15,0,0,0,0,0,0,0,0,0,0,0
21,46,iso-8859-1,8,NaN,M0_1314,America,VA,13-Sep-96,16-Jul-16,0,0,0,0,0,0,0,0,0,0,0
NaN,46,ISO-8859-1,9,nginx,M0_1333,America,Arizona,21-Jul-08,18-Apr-15,0,0,0,0,0,0,0,0,0,0,0
NaN,46,utf-8,9,nginx,M0_1397,America,NY,23-Mar-95,03-Mar-17,0,0,0,0,0,0,0,0,0,0,0
22479,46,UTF-8,8,Apache/2.4.7 (Ubuntu),M0_2016,America,WA,30-Jan-07,28-Dec-16,7,6,4,606,8,7,606,496,7,0,0
344,46,iso-8859-1,10,Apache,M0_2153,Japan,Osaka,11-Mar-17,24-Apr-17,5,3,3,498,8,5,498,504,5,0,0
NaN,46,UTF-8,10,Apache/2.4,M0_2222,America,Maryland,25-Aug-04,26-Aug-16,20,6,10,1392,12,20,1392,766,20,0,0
NaN,46,UTF-8,11,NaN,M0_2253,America,PA,16-May-01,13-May-15,7,4,3,582,8,7,582,596,7,0,0
NaN,46,UTF-8,9,mw2228.codfw.wmnet,M0_2302,America,CA,13-Jan-01,12-Dec-15,6,4,4,564,8,6,564,504,6,0,0
17810,46,UTF-8,9,ATS,M0_234,America,CA,22-Nov-03,01-May-14,50,40,5,5894,73,58,6478,69918,58,8,0
193,46,UTF-8,8,Apache,M0_237,America,PA,14-Oct-16,14-Oct-16,7,0,2,680,10,11,1002,1363,11,4,0
630,46,utf-8,11,ATS,M0_270,America,CA,18-Jan-95,26-Aug-15,38,13,10,4509,52,48,5267,35953,48,10,0
NaN,46,utf-8,10,nginx/1.10.1 + Phusion Passenger 5.0.30,M0_29,America,Nevada,15-Dec-04,25-Feb-15,24,2,10,3146,30,28,3442,4258,28,4,0
7758,46,utf-8,9,NaN,M0_292,America,NY,26-Jul-95,21-Jul-16,127,0,3,8942,144,131,9242,233106,131,4,0
2886,46,ISO-8859-1,8,nginx,M0_304,NaN,NaN,22-Apr-99,09-Sep-16,74,0,2,18084,96,78,18384,113453,78,4,0
1510,46,ISO-8859-1,10,nginx,M0_306,America,Ohio,08-Jan-04,03-Jan-17,20,2,6,3089,24,24,3391,7088,24,4,0
NaN,46,UTF-8,8,nginx,M0_439,America,CA,26-May-06,08-Sep-16,15,8,6,2218,18,19,2546,5203,19,4,0
1819,46,ISO-8859-1,12,NaN,M0_477,America,CA,02-Nov-02,02-Feb-17,70,21,7,9463,80,80,10217,133235,80,10,0
NaN,46,utf-8,10,openresty,M0_506,America,California,06-Aug-02,15-Oct-15,22,18,1,3331,27,28,3739,62295,28,6,0
1511,46,ISO-8859-1,11,nginx,M0_525,America,Ohio,08-Jan-04,03-Jan-17,44,11,7,6306,38,50,6780,22528,50,6,0
66804,46,utf-8,10,Apache,M0_542,America,MO,20-May-96,24-Oct-16,44,2,7,3516,36,48,3808,33488,48,4,0
1519,46,ISO-8859-1,10,nginx,M0_55,America,Ohio,08-Jan-04,03-Jan-17,21,0,3,4103,30,25,4405,16662,25,4,0
235,46,iso-8859-1,12,Apache,M0_555,NaN,NaN,NaN,NaN,12,0,3,1351,15,16,1641,9692,16,4,0
166,46,ISO-8859-1,10,nginx,M0_565,NaN,NaN,07-Mar-00,23-Mar-17,25,0,4,2115,30,29,2479,17150,29,4,0
NaN,46,UTF-8,8,cloudflare-nginx,M0_602,Philippines,NaN,08-Jul-00,05-Mar-16,12,0,3,1716,17,16,2012,11285,16,4,0
8745,46,ISO-8859-1,10,Microsoft-IIS/8.5,M0_64,NaN,NaN,NaN,NaN,28,0,3,4364,22,30,4498,22879,30,2,0
NaN,46,UTF-8,10,Apache,M0_687,NaN,NaN,NaN,NaN,15,5,11,1244,23,17,1384,1616,17,2,0
NaN,46,us-ascii,8,cloudflare-nginx,M0_689,America,Arizona,03-Dec-99,06-Oct-15,22,16,8,3094,27,26,3414,7809,26,4,0
333,46,iso-8859-1,8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,M0_727,America,MI,15-Nov-98,23-Dec-11,125,0,1,8528,145,129,8856,231799,129,4,0
6984,46,UTF-8,7,GSE,M0_736,America,CA,31-Jul-00,29-Jun-16,33,1,5,3244,41,43,4114,24696,43,10,0
10303,46,UTF-8,9,Apache/2.2.15 (CentOS),M0_747,Australia,New South Wales,08-Jan-09,09-Jan-17,197,0,3,13622,255,200,13794,486769,200,2,0
NaN,46,UTF-8,10,mw2165.codfw.wmnet,M0_753,America,CA,13-Jan-01,12-Dec-15,38,26,12,4376,47,44,4832,40918,44,6,0
NaN,46,UTF-8,10,nginx,M0_822,Panama,PANAMA,11-Nov-07,18-Dec-15,0,0,0,0,0,0,0,0,0,0,0
784,46,ISO-8859-1,9,NaN,M0_873,America,California,28-Nov-99,09-Sep-13,0,0,0,0,0,0,0,0,0,0,0
NaN,46,ISO-8859-1,6,NaN,M0_889,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
NaN,47,ISO-8859-1,11,Apache/2.2.31 (CentOS),A0_86,Panama,PANAMA,19-Jul-04,06-Jul-16,26,11,7,3213,32,34,3821,16931,34,8,1
NaN,47,ISO-8859-1,9,cloudflare-nginx,M0_1037,America,Texas,02-Sep-03,18-Sep-15,0,0,0,0,0,0,0,0,0,0,0
NaN,47,UTF-8,9,nginx,M0_1122,Panama,PANAMA,11-Nov-07,18-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,47,ISO-8859-1,9,NaN,M0_1216,Canada,ON,31-Dec-99,17-Dec-16,0,0,0,0,0,0,0,0,0,0,0
7790,47,utf-8,8,nginx/1.13.0,M0_1245,America,Washington,28-Aug-98,13-Dec-16,0,0,0,0,0,0,0,0,0,0,0
324,47,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_1286,America,UT,05-Feb-99,16-Jun-14,0,0,0,0,0,0,0,0,0,0,0
7362,47,ISO-8859-1,8,Apache,M0_1294,Panama,PANAMA,04-Oct-03,08-Dec-14,0,0,0,0,0,0,0,0,0,0,0
NaN,47,UTF-8,9,Server,M0_1295,America,WA,02-Oct-07,31-Aug-16,0,0,0,0,0,0,0,0,0,0,0
324,47,us-ascii,10,Microsoft-HTTPAPI/2.0,M0_1305,America,Nebraska,24-Apr-07,25-Apr-17,0,0,0,0,0,0,0,0,0,0,0
NaN,47,UTF-8,11,cloudflare-nginx,M0_1310,America,AL,15-Dec-10,27-Oct-16,0,0,0,0,0,0,0,0,0,0,0
423,47,iso-8859-1,10,Apache/2.0.52 (Red Hat),M0_1340,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
6748,47,ISO-8859-1,9,NaN,M0_1410,America,California,28-Nov-99,09-Sep-13,0,0,0,0,0,0,0,0,0,0,0
NaN,47,UTF-8,10,NaN,M0_153,America,WA,01-Jun-01,17-May-16,32,28,3,4948,35,40,5516,19634,40,8,0
NaN,47,UTF-8,10,cloudflare-nginx,M0_20,NaN,NaN,22-Aug-07,24-Jul-14,31,3,5,3590,39,35,3886,35687,35,4,0
17647,47,UTF-8,9,Apache,M0_2005,NaN,NaN,26-Jan-01,26-Mar-17,9,7,5,750,10,9,750,744,9,0,0
NaN,47,UTF-8,9,nginx,M0_2037,Philippines,ILOCOS NORTE R3,06-Jun-07,19-Dec-15,8,7,4,684,10,8,684,624,8,0,0
1148,47,ISO-8859-1,9,LiteSpeed,M0_2111,America,GA,19-Sep-02,04-Sep-16,11,3,7,810,12,11,810,730,11,0,0
NaN,47,utf-8,9,gunicorn/19.7.1,M0_2177,America,California,28-Jul-95,26-Nov-15,13,7,2,2133,11,13,2133,17914,13,0,0
NaN,47,UTF-8,12,mw2228.codfw.wmnet,M0_220,America,CA,13-Jan-01,12-Dec-15,29,20,8,4167,33,33,4499,3181,33,4,0
NaN,47,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,M0_2239,Australia,NaN,20-Jul-06,05-Mar-13,7,7,3,618,10,7,618,624,7,0,0
NaN,47,UTF-8,9,Server,M0_2296,America,NV,01-Nov-94,30-Apr-14,17,7,10,1182,11,17,1182,670,17,0,0
NaN,47,UTF-8,11,nginx,M0_231,Panama,PANAMA,11-Nov-07,18-Dec-15,61,46,14,6679,68,69,7271,59369,69,8,0
NaN,47,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,M0_252,Australia,NaN,20-Jul-06,05-Mar-13,14,1,3,2133,18,20,2609,3258,20,6,0
NaN,47,UTF-8,10,nginx,M0_268,NaN,NaN,08-May-01,19-Apr-15,34,0,5,4084,37,42,4684,36205,42,8,0
NaN,47,utf-8,11,Apache/2.2.15 (Red Hat),M0_280,NaN,NaN,NaN,NaN,15,1,7,1552,20,21,2000,2790,21,6,0
NaN,47,UTF-8,9,Apache/2.4,M0_287,America,Pennsylvania,29-May-96,28-Apr-15,31,0,6,3312,38,35,3612,36225,35,4,0
479,47,iso-8859-1,8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,M0_298,Canada,ON,18-Oct-02,17-Oct-16,31,7,8,3007,29,35,3335,23628,35,4,0
10804,47,UTF-8,11,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,M0_32,NaN,NaN,18-Oct-04,02-Jul-15,4,2,4,296,9,6,442,778,6,2,0
NaN,47,utf-8,9,ATS,M0_381,America,CA,22-Nov-03,01-May-14,55,45,5,6240,64,63,6824,69305,63,8,0
14889,47,UTF-8,9,Apache,M0_39,NaN,NaN,05-Nov-97,14-Apr-15,9,1,2,1180,15,13,1484,1834,13,4,0
9527,47,UTF-8,10,Apache-Coyote/1.1,M0_446,GB,London,13-Jun-97,05-Nov-15,23,2,4,2112,31,29,2530,13191,29,6,0
NaN,47,UTF-8,11,mw2241.codfw.wmnet,M0_45,America,CA,13-Jan-01,12-Dec-15,24,19,2,3538,33,30,3994,22895,30,6,0
NaN,47,ISO-8859-1,8,NaN,M0_498,America,CA,29-Mar-97,29-Nov-16,55,47,6,7049,64,65,7819,110342,65,10,0
NaN,47,ISO-8859-1,10,Apache,M0_500,Australia,Queensland,22-Mar-06,22-Mar-17,33,3,6,2457,36,35,2617,68869,35,2,0
NaN,47,iso-8859-1,8,Apache/1.3.33 (Unix) mod_ssl/2.8.24 OpenSSL/0.9.7e-p1 PHP/4.4.8,M0_528,America,NY,28-Mar-00,28-Mar-17,76,3,7,5283,100,78,5451,268442,78,2,0
NaN,47,UTF-8,8,nginx,M0_581,Canada,MB,12-Apr-00,04-Apr-17,7,0,2,729,10,9,871,2045,9,2,0
6748,47,ISO-8859-1,9,NaN,M0_650,America,California,28-Nov-99,09-Sep-13,33,2,8,3759,27,39,4193,11243,39,6,0
44446,47,utf-8,9,Apache,M0_913,Canada,ON,09-Dec-03,22-Oct-16,0,0,0,0,0,0,0,0,0,0,0
675,47,ISO-8859-1,9,NaN,M0_926,America,California,28-Nov-99,09-Sep-13,0,0,0,0,0,0,0,0,0,0,0
193,47,ISO-8859-1,9,nginx/1.11.3,M0_949,America,CA,28-Nov-06,13-Mar-14,0,0,0,0,0,0,0,0,0,0,0
1819,47,ISO-8859-1,11,NaN,M0_998,America,CA,02-Nov-02,02-Feb-17,0,0,0,0,0,0,0,0,0,0,0
345,48,ISO-8859-1,10,lighttpd,A0_114,France,NaN,24-Feb-96,27-Dec-16,17,5,10,1320,21,19,1474,1967,19,2,1
640,48,UTF-8,11,nginx,A0_146,NaN,NaN,NaN,NaN,23,1,4,2912,25,31,3494,3753,31,8,1
2516,48,ISO-8859-1,10,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_46,America,Utah,24-May-00,25-May-16,22,0,2,3448,24,28,3912,9819,28,6,1
2516,48,ISO-8859-1,11,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,A0_51,America,Utah,24-May-00,25-May-16,24,0,2,4041,25,30,4505,12420,30,6,1
NaN,48,UTF-8,14,Apache,A0_99,Czech Republic,PRAHA,07-Oct-06,07-Mar-17,48,0,1,3450,51,50,3602,66124,50,2,1
324,48,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_1046,America,Arizona,21-Dec-05,08-Dec-16,0,0,0,0,0,0,0,0,0,0,0
67135,48,utf-8,10,Apache,M0_1063,America,MO,20-May-96,24-Oct-16,0,0,0,0,0,0,0,0,0,0,0
NaN,48,UTF-8,11,nginx,M0_1089,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
NaN,48,ISO-8859-1,9,cloudflare-nginx,M0_1109,America,Texas,02-Sep-03,18-Sep-15,0,0,0,0,0,0,0,0,0,0,0
4699,48,UTF-8,11,mw2230.codfw.wmnet,M0_1118,America,CA,13-Jan-01,12-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,48,ISO-8859-1,11,Apache,M0_1151,Australia,Queensland,22-Mar-06,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0
324,48,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_1170,America,CO,01-Jul-98,26-Jun-16,0,0,0,0,0,0,0,0,0,0,0
16333,48,UTF-8,9,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips,M0_1259,America,GA,05-May-04,20-Apr-16,0,0,0,0,0,0,0,0,0,0,0
1819,48,ISO-8859-1,9,NaN,M0_131,America,CA,02-Nov-02,02-Feb-17,33,27,2,6235,40,41,6835,16697,41,8,0
NaN,48,UTF-8,10,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38,M0_1323,Australia,NaN,20-Jul-06,05-Mar-13,0,0,0,0,0,0,0,0,0,0,0
288,48,iso-8859-1,11,Apache,M0_1392,NaN,NaN,11-Oct-00,12-Dec-16,0,0,0,0,0,0,0,0,0,0,0
324,48,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_1424,America,Florida,02-Dec-04,25-Nov-15,0,0,0,0,0,0,0,0,0,0,0
299,48,ISO-8859-1,8,AkamaiGHost,M0_2020,America,CA,10-Aug-98,10-Jul-12,7,7,3,618,10,7,618,624,7,0,0
13913,48,ISO-8859-1,9,Apache/2.4.7 (Ubuntu),M0_203,Czech Republic,NaN,13-Apr-05,10-Nov-16,10,3,3,1224,15,16,1696,1814,16,6,0
324,48,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_2069,KR,NaN,14-Aug-00,06-Jul-16,7,7,3,618,9,7,618,562,7,0,0
NaN,48,UTF-8,9,mw2240.codfw.wmnet,M0_2082,America,CA,13-Jan-01,12-Dec-15,5,3,2,498,8,5,498,508,5,0,0
39,48,UTF-8,9,Microsoft-IIS/7.5,M0_223,America,Colorado,29-Dec-05,06-Feb-17,25,4,8,2313,29,29,2621,9531,29,4,0
333,48,iso-8859-1,9,Apache,M0_2247,America,Arizona,25-Jun-02,26-Jun-16,5,3,3,498,8,5,498,504,5,0,0
NaN,48,utf-8,11,nginx/1.8.1,M0_2258,America,NY,18-Oct-94,06-Oct-16,8,7,6,684,11,8,684,696,8,0,0
1819,48,ISO-8859-1,11,NaN,M0_281,America,CA,02-Nov-02,02-Feb-17,44,31,4,6925,43,52,7525,17604,52,8,0
6748,48,ISO-8859-1,9,NaN,M0_307,NaN,NaN,28-Nov-99,09-Sep-13,24,2,5,3179,29,30,3613,11372,30,6,0
38123,48,UTF-8,7,GSE,M0_567,America,CA,31-Jul-00,29-Jun-16,47,10,6,4576,52,55,5282,49426,55,8,0
NaN,48,us-ascii,8,cloudflare-nginx,M0_576,America,Arizona,03-Dec-99,06-Oct-15,26,12,10,3878,33,30,4198,8839,30,4,0
1371,48,UTF-8,11,Apache/2.2.31 (Amazon),M0_67,NaN,NaN,28-Apr-03,29-Apr-16,26,2,8,2873,37,34,3453,5727,34,8,0
58,48,UTF-8,10,Apache,M0_694,America,CO,22-Jun-14,22-Jun-16,24,6,12,2634,26,28,2932,4384,28,4,0
46579,48,utf-8,9,Apache,M0_71,Canada,ON,09-Dec-03,22-Oct-16,113,0,3,7746,134,117,8062,229040,117,4,0
NaN,48,utf-8,10,nginx/1.10.2,M0_800,HK,Central,24-May-15,22-Apr-16,0,0,0,0,0,0,0,0,0,0,0
324,48,us-ascii,8,Microsoft-HTTPAPI/2.0,M0_836,India,Maharashtra,05-Aug-99,10-Feb-17,0,0,0,0,0,0,0,0,0,0,0
NaN,48,ISO-8859-1,11,cloudflare-nginx,M0_874,America,MA,21-Aug-98,03-Oct-16,0,0,0,0,0,0,0,0,0,0,0
528,49,ISO-8859-1,12,PWS/8.2.0.7,A0_149,KR,NaN,28-Aug-03,10-May-16,17,1,6,1661,19,23,2123,2944,23,6,1
2211,49,ISO-8859-1,12,nginx/1.2.1,A0_164,UA,widestep@mail.ru,09-Mar-04,04-Jan-16,12,8,1,2037,16,16,2355,6187,16,4,1
NaN,49,utf-8,13,nxfps,A0_55,KR,NaN,03-Jan-02,12-Jan-15,18,0,3,1643,25,22,1935,14342,22,4,1
4877,49,UTF-8,12,nginx/1.12.0,A0_81,America,VERMONT,22-Mar-09,22-Mar-17,8,0,2,811,11,10,961,6062,10,2,1
NaN,49,UTF-8,13,Apache,A0_98,Czech Republic,PRAHA,07-Oct-06,07-Mar-17,50,0,2,3571,55,52,3723,66449,52,2,1
NaN,49,us-ascii,7,cloudflare-nginx,M0_1066,America,Arizona,10-Jun-05,04-Jun-15,0,0,0,0,0,0,0,0,0,0,0
959,49,ISO-8859-1,9,Apache,M0_1090,America,New York,03-Jul-00,04-Jul-16,0,0,0,0,0,0,0,0,0,0,0
324,49,us-ascii,9,Microsoft-HTTPAPI/2.0,M0_1123,America,MI,02-Feb-96,07-Apr-16,0,0,0,0,0,0,0,0,0,0,0
19361,49,UTF-8,10,Apache,M0_1217,China,ZH,19-Feb-97,15-Dec-15,0,0,0,0,0,0,0,0,0,0,0
1819,49,ISO-8859-1,11,NaN,M0_1243,America,CA,02-Nov-02,02-Feb-17,0,0,0,0,0,0,0,0,0,0,0
475,49,iso-8859-1,9,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,M0_137,NaN,NaN,23-Aug-10,17-Apr-15,14,0,1,1205,18,16,1383,16593,16,2,0
783,49,ISO-8859-1,9,NaN,M0_1416,America,California,28-Nov-99,09-Sep-13,0,0,0,0,0,0,0,0,0,0,0
1148,49,ISO-8859-1,10,LiteSpeed,M0_16,America,IL,23-Sep-09,08-Sep-16,9,0,2,851,9,11,1003,2135,11,2,0
NaN,49,UTF-8,11,Apache,M0_2009,NaN,NaN,NaN,NaN,25,6,11,1662,12,25,1662,799,25,0,0
NaN,49,UTF-8,9,nginx,M0_2029,America,CA,07-Oct-05,10-Sep-16,12,3,4,864,6,12,864,372,12,0,0
NaN,49,ISO-8859-1,10,Apache,M0_2043,Australia,Queensland,22-Mar-06,22-Mar-17,15,6,8,1122,11,15,1122,702,15,0,0
506,49,iso-8859-1,12,Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4,M0_2054,NaN,NaN,NaN,NaN,22,19,7,1476,18,22,1476,1344,22,0,0
NaN,49,UTF-8,9,Apache-Coyote/1.1,M0_2078,America,ca,14-May-99,28-Jun-16,18,15,2,2736,13,18,2736,4846,18,0,0
5005,49,utf-8,9,Apache,M0_2107,America,CA,20-Sep-95,21-Mar-17,3,3,1,366,5,3,366,306,3,0,0
NaN,49,UTF-8,10,nginx/1.6.2,M0_2110,China,hunansheng,30-Aug-04,08-Mar-17,9,5,6,738,15,9,738,1064,9,0,0
2367,49,ISO-8859-1,7,Apache,M0_2113,America,Pennsylvania,30-Jan-03,31-Jan-16,6,3,3,552,7,6,552,436,6,0,0
NaN,49,utf-8,9,ATS,M0_2262,America,CA,22-Nov-03,01-May-14,5,4,2,486,6,5,486,480,5,0,0
NaN,49,UTF-8,9,cloudflare-nginx,M0_2265,America,WA,22-Nov-00,28-Sep-16,3,3,1,366,4,3,366,244,3,0,0
2119,49,ISO-8859-1,9,Play,M0_2280,America,CA,02-Nov-02,02-Feb-17,2,2,1,276,3,2,276,184,2,0,0
128,49,ISO-8859-1,9,Apache,M0_2317,America,MA,06-Nov-01,11-Mar-17,5,4,3,474,8,5,474,490,5,0,0
NaN,49,UTF-8,11,mw2185.codfw.wmnet,M0_333,America,CA,13-Jan-01,12-Dec-15,31,24,8,4739,37,37,5195,18554,37,6,0
162,49,ISO-8859-1,9,nginx,M0_341,America,TX,11-Nov-99,16-Apr-16,19,6,9,1720,27,25,2138,2880,25,6,0
66441,49,utf-8,10,Apache,M0_365,America,MO,20-May-96,24-Oct-16,14,1,3,1567,20,18,1859,6818,18,4,0
640,49,utf-8,12,ATS,M0_524,America,CA,18-Jan-95,26-Aug-15,32,16,6,4464,39,40,5064,39561,40,8,0
44393,49,utf-8,9,Apache,M0_609,Canada,ON,09-Dec-03,22-Oct-16,8,0,5,516,2,8,516,124,8,0,0
6881,49,utf-8,10,Apache/2.2.15 (Red Hat),M0_637,America,NY,26-Jul-90,21-Jul-16,26,0,7,2270,24,30,2562,10000,30,4,0
NaN,49,UTF-8,10,Server,M0_648,America,NV,01-Nov-94,30-Apr-14,51,46,3,5413,61,57,5841,64860,57,6,0
1505,49,ISO-8859-1,10,nginx,M0_663,America,Ohio,08-Jan-04,03-Jan-17,43,11,15,5371,46,49,5845,16215,49,6,0
1368,49,ISO-8859-1,11,Apache,M0_729,NaN,NaN,NaN,NaN,0,0,0,0,2,0,0,124,0,0,0
NaN,49,ISO-8859-1,10,Apache,M0_838,Australia,Queensland,22-Mar-06,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0
NaN,49,UTF-8,10,nginx,M0_896,America,FL,26-Jul-03,22-Apr-16,0,0,0,0,0,0,0,0,0,0,0
NaN,49,ISO-8859-1,9,NaN,M0_923,America,CA,29-Mar-97,29-Nov-16,0,0,0,0,0,0,0,0,0,0,0
236,49,iso-8859-1,10,Apache,M0_95,America,UT,16-May-95,21-Oct-16,21,7,2,2681,26,27,3159,21979,27,6,0
101,49,UTF-8,9,Apache/2.2.15 (CentOS),M0_974,Australia,NSW,19-Aug-04,05-Jul-16,0,0,0,0,0,0,0,0,0,0,0
NaN,50,UTF-8,13,Apache,A0_105,Czech Republic,PRAHA,07-Oct-06,07-Mar-17,47,0,1,3386,53,51,3696,66317,51,4,1
640,50,UTF-8,11,nginx,A0_147,NaN,NaN,NaN,NaN,20,1,4,2330,24,28,2912,3609,28,8,1
1108,50,ISO-8859-1,11,nginx/1.12.0,A0_88,UA,NaN,26-Apr-04,27-Apr-17,7,0,2,746,11,9,904,2189,9,2,1
1819,50,ISO-8859-1,12,NaN,M0_1026,America,CA,02-Nov-02,02-Feb-17,0,0,0,0,0,0,0,0,0,0,0
43996,50,utf-8,9,Apache,M0_1088,Canada,ON,09-Dec-03,22-Oct-16,0,0,0,0,0,0,0,0,0,0,0
13076,50,ISO-8859-1,10,Apache,M0_1370,America,IL,09-Mar-06,23-Feb-17,0,0,0,0,0,0,0,0,0,0,0
6953,50,UTF-8,10,Apache,M0_1423,Canada,Ontario,23-Jul-11,07-Dec-15,0,0,0,0,0,0,0,0,0,0,0
NaN,50,utf-8,10,ATS,M0_199,America,CA,22-Nov-03,01-May-14,64,49,12,7487,84,74,8219,75625,74,10,0
NaN,50,utf-8,9,Server,M0_2132,America,CA,09-Dec-02,02-May-14,5,3,3,498,6,5,498,372,5,0,0
3071,50,ISO-8859-1,9,Microsoft-IIS/7.5,M0_2180,America,FL,02-Apr-99,06-May-16,8,6,4,696,10,8,696,636,8,0,0
243,50,iso-8859-1,10,nginx,M0_371,America,Wisconsin,21-May-07,27-Mar-14,13,8,2,2382,20,17,2682,7775,17,4,0
NaN,50,ISO-8859-1,10,Apache/2.4.10 (Unix) OpenSSL/1.0.1k,M0_379,NaN,NaN,NaN,NaN,94,3,8,6904,103,98,7208,197501,98,4,0
1819,50,ISO-8859-1,11,NaN,M0_402,America,CA,02-Nov-02,02-Feb-17,33,27,5,5203,44,41,5803,13097,41,8,0
NaN,50,utf-8,10,nginx,M0_410,America,NY,04-Oct-96,17-Jan-17,80,3,5,8291,93,88,8889,135375,88,8,0
324,50,us-ascii,11,Microsoft-HTTPAPI/2.0,M0_419,America,CA,01-May-96,25-Mar-17,25,1,6,2829,28,29,3131,23089,29,4,0
2797,50,ISO-8859-1,11,Apache,M0_429,NaN,NaN,NaN,NaN,35,0,4,2949,43,39,3263,43296,39,4,0
NaN,50,ISO-8859-1,12,Apache/Not telling (Unix) AuthTDS/1.1,M0_443,America,NY,31-Jan-95,04-Dec-14,17,0,5,1570,21,21,1842,6049,21,4,0
NaN,50,UTF-8,11,mw2255.codfw.wmnet,M0_492,America,CA,13-Jan-01,12-Dec-15,34,25,9,3787,42,42,4365,33677,42,8,0
1189,50,ISO-8859-1,9,NaN,M0_521,NaN,NaN,22-Feb-07,22-Feb-16,22,4,12,1960,23,28,2420,2807,28,6,0
24971,50,UTF-8,9,nginx,M0_537,America,CA,06-Dec-94,03-Nov-15,7,0,2,995,12,11,1287,1507,11,4,0
413,50,ISO-8859-1,10,NaN,M0_564,NaN,NaN,NaN,NaN,10,0,4,926,13,14,1266,1788,14,4,0
5316,50,utf-8,9,Microsoft-IIS/7.5,M0_610,America,FL,02-Jan-03,01-Jan-17,57,4,6,6820,61,59,6966,79053,59,2,0
435494,50,UTF-8,11,Apache,M0_682,NaN,NaN,NaN,NaN,226,6,6,15162,284,228,15314,383760,228,2,0
NaN,50,iso-8859-1,14,NaN,M0_708,America,CA,09-Jan-98,04-Jan-17,20,2,5,1849,22,26,2279,26589,26,6,0
324,50,us-ascii,9,Microsoft-IIS/7.5,M0_789,America,California,26-Sep-03,17-Jun-16,0,0,0,0,0,0,0,0,0,0,0
